id,description
0302648,Boeing 737
0987619,Boeing 737
0988944,Boeing 737
0853774,Boeing 737
1758545,Boeing 737
0122393,Boeing 737
2066262,Boeing 737
0829999,Boeing 737
0939568,Boeing 737
0328123,Boeing 737
1933719,Boeing 737
0740907,Boeing 737
0933127,Boeing 737
1758606,Boeing 737
1264479,Boeing 737
1093636,Boeing 737
0457865,Boeing 737
0723229,Boeing 737
0706205,Boeing 737
2103080,Boeing 737
1459173,Boeing 737
0657761,Boeing 737
1818731,Boeing 737
1627446,Boeing 737
0807405,Boeing 737
0074245,Boeing 737
0097119,Boeing 737
1543563,Boeing 737
1147739,Boeing 737
1337392,Boeing 737
0225225,Boeing 737
1053446,Boeing 737
0130599,Boeing 737
1687908,Boeing 737
0604668,Boeing 737
0114439,Boeing 737
1543529,Boeing 737
1258418,Boeing 737
0618967,Boeing 737
0977330,Boeing 737
1384649,Boeing 737
0912693,Boeing 737
1362802,Boeing 737
0942001,Boeing 737
0143341,Boeing 737
0894220,Boeing 737
0944253,Boeing 737
0817558,Boeing 737
0928043,Boeing 737
1650651,Boeing 737
1823113,Boeing 737
1401747,Boeing 737
1726606,Boeing 737
1615563,Boeing 737
0731199,Boeing 737
0784350,Boeing 737
1283644,Boeing 737
0467430,Boeing 737
0745448,Boeing 737
0702868,Boeing 737
0842381,Boeing 737
2188618,Boeing 737
1973457,Boeing 737
1861153,Boeing 737
2091304,Boeing 737
0961750,Boeing 737
0904850,Boeing 737
0361351,Boeing 737
1117081,Boeing 737
2080548,Boeing 737
0905907,Boeing 737
1885885,Boeing 737
1259152,Boeing 737
0442918,Boeing 737
2101958,Boeing 737
1730978,Boeing 737
1773981,Boeing 737
1718899,Boeing 737
0721593,Boeing 737
1759296,Boeing 737
1060500,Boeing 737
2219111,Boeing 737
1222170,Boeing 737
0400397,Boeing 737
0694487,Boeing 737
1503761,Boeing 737
1774585,Boeing 737
0357855,Boeing 737
0956171,Boeing 737
1611252,Boeing 737
1084518,Boeing 737
0984409,Boeing 737
0701140,Boeing 737
1498556,Boeing 737
2188154,Boeing 737
0183579,Boeing 737
0067671,Boeing 737
0067036,Boeing 737
2211307,Boeing 737
1121142,Boeing 737
1368334,Boeing 737
2184061,Boeing 737
0337266,Boeing 737
1846150,Boeing 737
0382052,Boeing 737
1763666,Boeing 737
2030599,Boeing 737
0798632,Boeing 737
1244288,Boeing 737
0497534,Boeing 737
1446341,Boeing 737
2236966,Boeing 737
0957983,Boeing 737
0257025,Boeing 737
0788947,Boeing 737
1852201,Boeing 737
0713745,Boeing 737
0422707,Boeing 737
0443893,Boeing 737
0706175,Boeing 737
0988468,Boeing 737
2099419,Boeing 737
0781150,Boeing 737
1913792,Boeing 737
1043795,Boeing 737
0977350,Boeing 737
1561334,Boeing 737
1390305,Boeing 737
1692197,Boeing 737
1237622,Boeing 737
1385341,Boeing 737
2122829,Boeing 737
1470793,Boeing 737
1136124,Boeing 737
0081597,Boeing 737
1712591,Boeing 737
1885830,Boeing 737
1320110,Boeing 737
2137130,Boeing 737
1806234,Boeing 737
0900469,Boeing 737
2002333,Boeing 737
2239287,Boeing 737
0710454,Boeing 737
0694546,Boeing 737
1375368,Boeing 737
1818747,Boeing 737
1016538,Boeing 737
2071807,Boeing 737
2047628,Boeing 737
1910716,Boeing 737
0722225,Boeing 737
0292868,Boeing 737
1874495,Boeing 737
1313348,Boeing 737
1476615,Boeing 737
1052314,Boeing 737
1921783,Boeing 737
1353293,Boeing 737
1001620,Boeing 737
1639843,Boeing 737
1361120,Boeing 737
0641165,Boeing 737
0200422,Boeing 737
1189521,Boeing 737
0383399,Boeing 737
1774010,Boeing 737
0840357,Boeing 737
1471544,Boeing 737
1246918,Boeing 737
1948449,Boeing 737
0443884,Boeing 737
0723572,Boeing 737
1582314,Boeing 737
0522872,Boeing 737
0476825,Boeing 737
1133077,Boeing 737
0223783,Boeing 737
1842042,Boeing 737
1326767,Boeing 737
0804670,Boeing 747
1008872,Boeing 747
0139685,Boeing 747
0869644,Boeing 747
1068733,Boeing 747
0092334,Boeing 747
0677583,Boeing 747
1009031,Boeing 747
0688093,Boeing 747
1831093,Boeing 747
1707740,Boeing 747
1013082,Boeing 747
0606502,Boeing 747
0730970,Boeing 747
0962875,Boeing 747
2161794,Boeing 747
1251094,Boeing 747
1707955,Boeing 747
1985184,Boeing 747
1145144,Boeing 747
0843964,Boeing 747
1842078,Boeing 747
0147038,Boeing 747
0535113,Boeing 747
0809727,Boeing 747
1283510,Boeing 747
1099245,Boeing 747
1062969,Boeing 747
0852827,Boeing 747
1028187,Boeing 747
1281453,Boeing 747
0993061,Boeing 747
0926105,Boeing 747
0448006,Boeing 747
0765599,Boeing 747
0487370,Boeing 747
1486682,Boeing 747
0928792,Boeing 747
0894316,Boeing 747
0744732,Boeing 747
0783526,Boeing 747
0821422,Boeing 747
0829998,Boeing 747
0151661,Boeing 747
1340228,Boeing 747
1037501,Boeing 747
0885966,Boeing 747
0447749,Boeing 747
0448050,Boeing 747
1245215,Boeing 747
1200648,Boeing 747
0257378,Boeing 747
0179070,Boeing 747
0065979,Boeing 747
1245887,Boeing 747
0476345,Boeing 747
0786259,Boeing 747
0487356,Boeing 747
0365342,Boeing 747
0198433,Boeing 747
0182189,Boeing 747
0684605,Boeing 747
1059813,Boeing 747
1230223,Boeing 747
0482818,Boeing 747
0368505,Boeing 747
0522830,Boeing 747
1099216,Boeing 747
0963590,Boeing 747
1365495,Boeing 747
1879895,Boeing 747
0098489,Boeing 747
1097975,Boeing 747
0454746,Boeing 747
2147232,Boeing 747
1259556,Boeing 747
0487374,Boeing 747
2221713,Boeing 747
1202048,Boeing 747
1325476,Boeing 747
0090864,Boeing 747
0894208,Boeing 747
0367768,Boeing 747
0766954,Boeing 747
0876439,Boeing 747
0983542,Boeing 747
1356102,Boeing 747
1284239,Boeing 747
0336925,Boeing 747
0939497,Boeing 747
0785021,Boeing 747
0065292,Boeing 747
1389219,Boeing 747
0859029,Boeing 747
1387195,Boeing 747
1398832,Boeing 747
1226606,Boeing 747
1828267,Boeing 747
0744234,Boeing 747
0950401,Boeing 747
1566619,Boeing 747
2244841,Boeing 747
1256464,Boeing 747
0425365,Boeing 747
0492477,Boeing 747
2221710,Boeing 747
0056299,Boeing 747
1600251,Boeing 747
1098953,Boeing 747
0983934,Boeing 747
2222716,Boeing 747
1358854,Boeing 747
1143409,Boeing 747
1700644,Boeing 747
1018463,Boeing 747
2047538,Boeing 747
0442373,Boeing 747
1146172,Boeing 747
1514578,Boeing 747
1469691,Boeing 747
1997878,Boeing 747
0766314,Boeing 747
0650456,Boeing 747
0367973,Boeing 747
2079513,Boeing 747
1088007,Boeing 747
1376174,Boeing 747
2091929,Boeing 747
1309306,Boeing 747
1928510,Boeing 747
2197330,Boeing 747
1541386,Boeing 747
1539525,Boeing 747
2224813,Boeing 757
2147921,Boeing 757
0273150,Boeing 757
1560579,Boeing 757
1566616,Boeing 757
0275117,Boeing 757
0685368,Boeing 757
0523013,Boeing 757
0814906,Boeing 757
2067977,Boeing 757
1031497,Boeing 757
1713246,Boeing 757
1945514,Boeing 757
0802262,Boeing 757
2170854,Boeing 757
0923571,Boeing 757
0838565,Boeing 757
0701760,Boeing 757
0765781,Boeing 757
0225217,Boeing 757
0255363,Boeing 757
0056297,Boeing 757
1107747,Boeing 757
0902418,Boeing 757
1356930,Boeing 757
1155017,Boeing 757
2013757,Boeing 757
0694466,Boeing 757
1527502,Boeing 757
0184351,Boeing 757
0218812,Boeing 757
0458643,Boeing 757
0863830,Boeing 757
0715299,Boeing 757
0496749,Boeing 757
0478342,Boeing 757
1767104,Boeing 757
1534214,Boeing 757
1650624,Boeing 757
1146631,Boeing 757
1910711,Boeing 757
0138993,Boeing 757
0447753,Boeing 757
1647406,Boeing 757
1004797,Boeing 757
0328231,Boeing 757
1256349,Boeing 757
1810927,Boeing 757
1944650,Boeing 757
1297523,Boeing 757
1316606,Boeing 757
0977347,Boeing 757
0313720,Boeing 757
0482793,Boeing 757
0442375,Boeing 757
0469140,Boeing 757
1150188,Boeing 757
0662343,Boeing 757
0428735,Boeing 757
1771968,Boeing 757
1564943,Boeing 757
1156768,Boeing 757
1486383,Boeing 757
1298912,Boeing 757
1629329,Boeing 757
0361100,Boeing 757
0507837,Boeing 757
1605155,Boeing 767
1902309,Boeing 767
1703213,Boeing 767
1714716,Boeing 767
0756688,Boeing 767
0866844,Boeing 767
2248958,Boeing 767
0184346,Boeing 767
2200399,Boeing 767
0197363,Boeing 767
1342822,Boeing 767
2004902,Boeing 767
2171010,Boeing 767
1383295,Boeing 767
1390310,Boeing 767
0188143,Boeing 767
0494862,Boeing 767
0738257,Boeing 767
1307327,Boeing 767
0179066,Boeing 767
1862132,Boeing 767
2227599,Boeing 767
1182368,Boeing 767
0958129,Boeing 767
2197329,Boeing 767
1631498,Boeing 767
2213535,Boeing 767
2183378,Boeing 767
2132127,Boeing 767
0117996,Boeing 767
1413233,Boeing 767
1031454,Boeing 767
1382524,Boeing 767
1380490,Boeing 767
0704276,Boeing 767
0478909,Boeing 767
0171401,Boeing 767
2239584,Boeing 767
0679350,Boeing 767
1420545,Boeing 767
2029863,Boeing 767
0967855,Boeing 767
1327286,Boeing 767
0788471,Boeing 767
2217849,Boeing 767
0487364,Boeing 767
0573943,Boeing 767
1553071,Boeing 767
0716370,Boeing 767
1601329,Boeing 767
0061139,Boeing 767
0362089,Boeing 767
1143413,Boeing 767
0907431,Boeing 767
1778114,Boeing 767
2010056,Boeing 767
1018873,Boeing 767
0067034,Boeing 767
0498141,Boeing 767
0481979,Boeing 767
1933933,Boeing 767
1682647,Boeing 767
0233755,Boeing 767
1901133,Boeing 767
0068813,Boeing 767
1910860,Boeing 767
0182729,Boeing 767
1708101,Boeing 767
1294490,Boeing 767
0127058,Boeing 767
0552041,Boeing 767
1165767,Boeing 767
1810723,Boeing 767
2026597,Boeing 767
2205728,Boeing 767
1368863,Boeing 767
0837880,Boeing 767
1741519,Boeing 767
1336856,Boeing 767
1182360,Boeing 767
1031445,Boeing 767
2004856,Boeing 767
1980188,Boeing 767
0835837,Boeing 767
1476102,Boeing 767
2215846,Boeing 767
1006793,Boeing 767
0931734,Boeing 767
0768173,Boeing 767
0476351,Boeing 767
0151672,Boeing 767
2083668,Boeing 767
1582400,Boeing 767
1607459,Boeing 767
1740623,Boeing 767
1913767,Boeing 767
1976400,Boeing 767
0338174,Boeing 767
1546804,Boeing 767
1027002,Boeing 767
0487358,Boeing 777
1870569,Boeing 777
2075625,Boeing 777
0469128,Boeing 777
1456005,Boeing 777
2176725,Boeing 777
1228882,Boeing 777
2103110,Boeing 777
1095676,Boeing 777
0752124,Boeing 777
2234650,Boeing 777
0732201,Boeing 777
1847312,Boeing 777
1795133,Boeing 777
0939579,Boeing 777
1206451,Boeing 777
1820319,Boeing 777
2110536,Boeing 777
0658068,Boeing 777
2172265,Boeing 777
1758487,Boeing 777
1401062,Boeing 777
1146233,Boeing 777
1696058,Boeing 777
1514936,Boeing 777
0467445,Boeing 777
1877324,Boeing 777
0507685,Boeing 777
1379983,Boeing 777
1234647,Boeing 777
0240319,Boeing 777
0704510,Boeing 777
2200425,Boeing 777
1418227,Boeing 777
2044875,Boeing 777
1936431,Boeing 777
1787739,Boeing 777
1330831,Boeing 777
2106885,Boeing 777
2221303,Boeing 777
2130084,Boeing 777
2081094,Boeing 777
2013756,Boeing 777
1496408,Boeing 777
1790501,Boeing 777
2244063,Boeing 777
1505793,Boeing 777
1810920,Boeing 777
1891190,Boeing 777
2119860,Boeing 777
2069690,Boeing 777
1627991,Boeing 777
0123344,Boeing 777
2204922,Boeing 777
2104765,Boeing 777
2044277,Boeing 777
2035343,Boeing 777
1606745,Boeing 777
1246993,Boeing 777
1557747,Boeing 777
1763802,Boeing 777
2029861,Boeing 777
1913641,Boeing 777
1604058,Boeing 777
1191065,Boeing 777
1606594,Boeing 777
0102223,A300
2025767,A300
1113588,A300
0447940,A300
0576242,A300
0584536,A300
0116704,A300
1977078,A300
1355230,A300
0071197,A300
0768404,A300
0063290,A300
0361112,A300
0836146,A300
0482796,A300
0345781,A300
0136190,A300
1856982,A300
1559371,A300
0346147,A300
1004164,A300
1255726,A300
1013519,A300
0483243,A300
1423425,A300
0907390,A300
1088805,A300
0185316,A300
0067397,A300
1291894,A300
1609206,A300
1906074,A300
0523221,A300
1908065,A300
1621237,A310
1561989,A310
1013358,A310
0853397,A310
1758544,A310
0618871,A310
0681535,A310
0765780,A310
1346444,A310
0949946,A310
0127637,A310
0843145,A310
0094394,A310
2084806,A310
1446456,A310
0487316,A310
0181735,A310
0114420,A310
0215875,A310
2175624,A310
0994754,A310
0901514,A310
1132271,A310
0203222,A310
1486858,A310
1906073,A310
0923502,A310
1027362,A310
1831097,A310
1464252,A310
1270583,A310
1313523,A310
0396589,A310
1607382,A320
0934705,A320
1312250,A320
2098098,A320
1351410,A320
1945366,A320
1165189,A320
1255446,A320
1539428,A320
1058491,A320
1117069,A320
1380336,A320
0481842,A320
1227531,A320
1658655,A320
1909808,A320
1639831,A320
1056320,A320
1296212,A320
1355236,A320
1385121,A320
1814161,A320
2210075,A320
1871272,A320
1869981,A320
1864330,A320
1355481,A320
1376172,A320
1165384,A320
1103086,A320
1191117,A320
2090080,A320
1396939,A320
1757004,A320
1879116,A320
0481841,A320
1018875,A320
0205770,A320
2146985,A320
1237633,A320
1031451,A320
1483441,A320
1589410,A320
0709185,A320
1363952,A320
0625763,A320
1003143,A320
1564781,A320
0979624,A320
1636535,A320
1105737,A320
0973383,A320
2246105,A320
0445491,A320
1818746,A320
1327284,A320
0672114,A320
0248132,A320
1300487,A320
0939503,A320
2088369,A320
1917860,A320
1333717,A320
1268547,A320
1541378,A320
0522853,A320
1614878,A320
1102381,A320
0090861,A320
1221957,A320
0147032,A320
0232377,A320
2057952,A320
0857653,A320
0115072,A320
1641331,A320
0367794,A320
0304209,A320
2261957,A320
1586478,A320
1833079,A320
1008426,A320
0205775,A320
0237111,A320
1553898,A320
2152856,A320
0829997,A320
0075759,A320
1389257,A320
0625402,A320
2137087,A320
0274254,A320
2236969,A320
1293019,A320
1110808,A320
0849417,A320
0973290,A320
0523031,A320
0257282,A320
2096354,A320
2040683,A320
0684603,A320
2206288,A320
0625762,A320
2031397,A320
1000045,A320
2195127,A320
2008019,A320
0434343,A320
1616512,A320
0410062,A320
0547318,A320
1958762,A320
0523050,A320
1879898,A320
2168926,A320
0367993,A320
0076836,A320
1568879,A320
1332663,A320
1154702,A320
1645748,A320
1218795,A320
0062131,A320
1599803,A320
1768769,A320
0684562,A320
1079168,A320
2226325,A320
0851313,A320
0523001,A320
2221573,A320
0939608,A320
1790500,A330
1237863,A330
1539325,A330
2238330,A330
1997848,A330
1461298,A330
1103363,A330
2096236,A330
2131538,A330
2197483,A330
1376301,A330
2239590,A330
0273146,A330
1992921,A330
1053428,A330
1184708,A330
0491557,A330
0974301,A330
1549128,A330
1917518,A330
0977515,A330
1870658,A330
2099421,A330
1880805,A330
0225212,A330
2258288,A330
0257026,A330
0523063,A330
1616481,A330
2260895,A330
1585032,A330
2183607,A330
1912969,A330
1017290,A330
1427112,A330
0301964,A330
1444739,A330
0100207,A330
1753661,A330
0684608,A330
1258138,A330
0675670,A330
0457177,A330
1467620,A330
2109389,A330
1936773,A330
2162934,A330
1885667,A330
1027573,A330
0496970,A330
1795156,A330
1939758,A330
1251253,A330
1531355,A330
1584962,A330
0857160,A330
2241971,A330
2171767,A330
1979066,A330
2147234,A330
0175819,A330
1864988,A330
1540121,A330
0714155,A330
2041415,A330
1146174,A330
0824047,A330
1313522,A340
0063835,A340
0884477,A340
0414366,A340
0237414,A340
0077196,A340
1568114,A340
0897300,A340
0295746,A340
0245219,A340
0701753,A340
1210463,A340
0187671,A340
0241450,A340
1571964,A340
1507531,A340
0585327,A340
1266977,A340
1111277,A340
0457830,A340
0136500,A340
0072870,A340
0082967,A340
0062258,A340
1234832,A340
0447785,A340
0918184,A340
0301967,A340
0140272,A340
0523012,A340
0066533,A340
0996579,A340
0151678,A340
1413317,A340
0944221,A340
0219233,A340
2124076,A340
1462854,A340
0529811,A340
0996087,A340
0066413,A340
0076845,A340
0681536,A340
1649738,A340
0450540,A340
1335195,A340
1872634,A340
0690074,A340
0942763,A340
1318416,A340
2068053,A340
0454595,A340
0745361,A340
2175627,A340
1073030,A340
1690964,A340
1340494,A340
0738965,A340
0966176,A340
1240324,A340
1719561,A340
1469661,A340
1461207,A340
0175821,A340
0885090,A340
1922848,A340
1723789,A340
1013667,A340
1858302,A340
1062482,A340
1857215,A340
0807870,A340
1285638,A340
0819084,A340
2049626,A340
0803689,A340
0745521,A340
1701067,A340
0796416,A340
1706716,A340
1633998,A340
0776777,A340
1081563,A340
2044905,A340
1753485,A340
0996410,A340
0996453,A340
1469672,A340
1417964,A340
0885622,A340
1152283,A340
1758713,A340
1046881,A340
1830876,A340
1103339,A340
0710652,A340
0509541,A340
1469709,A340
0727643,A340
1567881,A340
1457710,A340
0570728,A340
1380666,A340
1263090,A340
1555715,A340
0466768,A340
1204296,A340
1926827,A340
1426948,A340
1218924,A340
2063809,A340
0469779,A340
1390327,A340
0418967,A340
0369472,A340
1883790,A340
1495298,A340
1619902,A340
1525660,A340
1758483,A340
1206453,A340
1840139,A340
1420117,A340
2260088,A340
1471167,A340
1823702,A340
1088600,A340
1484701,A340
1567292,A340
1921777,A340
1723906,A340
1111113,A340
1055150,A340
2194956,A380
1932603,A380
0962924,A380
2220792,A380
2158999,A380
1617649,A380
1417441,A380
2089280,A380
2233490,A380
2212259,A380
1979061,A380
1687332,A380
1758424,A380
2251120,A380
2235142,A380
1891187,A380
1891966,A380
1855197,A380
1758486,A380
1252082,A380
2099324,A380
1855337,A380
1508047,A380
1368055,A380
2218523,A380
2032511,A380
1749661,A380
2239301,A380
1840423,A380
1584021,A380
1230040,A380
1531175,A380
1973442,A380
2067948,A380
0724121,ATR-42
0619697,ATR-42
2243949,ATR-42
0097110,ATR-42
0851153,ATR-42
1143414,ATR-42
0574292,ATR-42
1093637,ATR-42
2026727,ATR-42
0833334,ATR-42
0136181,ATR-42
0442919,ATR-42
1426059,ATR-42
0454780,ATR-42
1726753,ATR-42
1557910,ATR-42
0353522,ATR-42
0064202,ATR-42
0901370,ATR-42
0673361,ATR-42
0091356,ATR-42
1563459,ATR-42
1890576,ATR-42
0967812,ATR-42
0874829,ATR-42
1883803,ATR-42
1122472,ATR-42
0967830,ATR-42
0383876,ATR-42
0848058,ATR-42
0167073,ATR-42
0562558,ATR-42
1110774,ATR-42
2222405,ATR-72
2072219,ATR-72
0064891,ATR-72
1864787,ATR-72
2080563,ATR-72
1459120,ATR-72
0155603,ATR-72
2206628,ATR-72
1408802,ATR-72
1542796,ATR-72
2132459,ATR-72
0732747,ATR-72
1838529,ATR-72
0447777,ATR-72
2096267,ATR-72
1798654,ATR-72
0783933,ATR-72
0454747,ATR-72
1325112,ATR-72
1539422,ATR-72
1336451,ATR-72
0332910,ATR-72
0182178,ATR-72
1256475,ATR-72
2018709,ATR-72
1223346,ATR-72
2262511,ATR-72
1681022,ATR-72
0614080,ATR-72
0136161,ATR-72
1521101,ATR-72
0957905,ATR-72
1251240,ATR-72
1035114,An-12
1619921,An-12
1962770,An-12
1270710,An-12
0764132,An-12
0732118,An-12
1184706,An-12
0523179,An-12
1274803,An-12
0765604,An-12
1052986,An-12
0885174,An-12
1884753,An-12
1486550,An-12
1581712,An-12
0850835,An-12
1291973,An-12
1163810,An-12
0572863,An-12
0523148,An-12
1376795,An-12
1008572,An-12
0656580,An-12
1099167,An-12
0738259,An-12
1173947,An-12
0852361,An-12
0127649,An-12
0793020,An-12
0799596,An-12
0582365,An-12
0920951,An-12
2259875,An-12
1124054,An-12
1159626,BAE 146
0966109,BAE 146
1543693,BAE 146
0923708,BAE 146
0136165,BAE 146
1277986,BAE 146
1193030,BAE 146
1158113,BAE 146
0143389,BAE 146
0922626,BAE 146
1933201,BAE 146
1276530,BAE 146
1598901,BAE 146
1358106,BAE 146
1133135,BAE 146
0957225,BAE 146
0143373,BAE 146
1950554,BAE 146
1725762,BAE 146
1192235,BAE 146
0662510,BAE 146
1084922,BAE 146
2126018,BAE 146
1615889,BAE 146
1255846,BAE 146
0979659,BAE 146
0136182,BAE 146
0719827,BAE 146
1784215,BAE 146
0992232,BAE 146
1781350,BAE 146
1386685,BAE 146
1552206,BAE 146
0890939,BAE 146
0573944,BAE 146
0936618,BAE 146
0809054,BAE 146
1331909,BAE 146
0917712,BAE 146
0647819,BAE 146
0136162,BAE 146
0062260,BAE 146
1352225,BAE 146
0134597,BAE 146
0570801,BAE 146
1313666,BAE 146
0350203,BAE 146
0918736,BAE 146
0077518,BAE 146
1336071,BAE 146
0758359,BAE 146
1983851,BAE 146
0167122,BAE 146
1829586,BAE 146
0517105,BAE 146
0420194,BAE 146
0273083,BAE 146
1289187,BAE 146
1541390,BAE 146
0523168,BAE 146
0890662,BAE 146
1758701,BAE 146
1104208,BAE 146
0065577,BAE 146
1918305,BAE 146
1188038,BAE 146
1001973,BAE-125
1099011,BAE-125
0361575,BAE-125
1818164,BAE-125
0550468,BAE-125
0517633,BAE-125
1902706,BAE-125
1070335,BAE-125
1006795,BAE-125
1030259,BAE-125
2259583,BAE-125
0275249,BAE-125
1451426,BAE-125
1216808,BAE-125
1926848,BAE-125
1600520,BAE-125
1124594,BAE-125
1234384,BAE-125
1820311,BAE-125
1563979,BAE-125
1417777,BAE-125
1662815,BAE-125
0926152,BAE-125
0853775,BAE-125
1228464,BAE-125
1899145,BAE-125
0083356,BAE-125
2094357,BAE-125
1980863,BAE-125
1806228,BAE-125
1359885,BAE-125
1714820,BAE-125
2128060,BAE-125
0463096,BAE-125
1630487,Beechcraft 1900
1355201,Beechcraft 1900
0202466,Beechcraft 1900
1326007,Beechcraft 1900
0169310,Beechcraft 1900
0048340,Beechcraft 1900
1455997,Beechcraft 1900
1043369,Beechcraft 1900
0447803,Beechcraft 1900
1564412,Beechcraft 1900
1355200,Beechcraft 1900
1772155,Beechcraft 1900
1548200,Beechcraft 1900
0356149,Beechcraft 1900
1036822,Beechcraft 1900
1540395,Beechcraft 1900
0179022,Beechcraft 1900
0636482,Beechcraft 1900
0063286,Beechcraft 1900
0751325,Beechcraft 1900
1239223,Beechcraft 1900
1376991,Beechcraft 1900
1094916,Beechcraft 1900
0299647,Beechcraft 1900
0147028,Beechcraft 1900
0957980,Beechcraft 1900
1052486,Beechcraft 1900
0174885,Beechcraft 1900
1422830,Beechcraft 1900
1484700,Beechcraft 1900
1018861,Beechcraft 1900
1713232,Beechcraft 1900
0064904,Beechcraft 1900
2017851,Boeing 717
0302019,Boeing 717
0038671,Boeing 717
2116194,Boeing 717
1073334,Boeing 717
1022382,Boeing 717
1623699,Boeing 717
1765610,Boeing 717
1555985,Boeing 717
1323660,Boeing 717
1094687,Boeing 717
0573368,Boeing 717
1455320,Boeing 717
1346116,Boeing 717
2003241,Boeing 717
0440054,Boeing 717
1204271,Boeing 717
0875560,Boeing 717
1351340,Boeing 717
2240254,Boeing 717
0918557,Boeing 717
0944208,Boeing 717
2171061,Boeing 717
1098956,Boeing 717
0233765,Boeing 717
0500443,Boeing 717
2236360,Boeing 717
1879981,Boeing 717
0337951,Boeing 717
1351195,Boeing 717
2124340,Boeing 717
0279936,Boeing 717
0960135,Boeing 717
1522867,C-130
0774035,C-130
1364712,C-130
1085194,C-130
1414395,C-130
1794564,C-130
1033590,C-130
0939510,C-130
2260054,C-130
0967838,C-130
0773222,C-130
0280348,C-130
1940180,C-130
1543648,C-130
1931897,C-130
2049579,C-130
0434345,C-130
0771762,C-130
1404391,C-130
1196802,C-130
0610659,C-130
1534869,C-130
0573367,C-130
0875344,C-130
0962825,C-130
0772253,C-130
1522562,C-130
0958085,C-130
1373821,C-130
0883339,C-130
1055698,C-130
0978113,C-130
0977928,C-130
1048528,C-130
0602228,C-47
0975825,C-47
0422859,C-47
0174884,C-47
0573369,C-47
0704643,C-47
1461334,C-47
1649868,C-47
1619369,C-47
0800871,C-47
0458675,C-47
1654709,C-47
0953525,C-47
1535841,C-47
1287590,C-47
1336323,C-47
2021848,C-47
0586259,C-47
0336316,C-47
1455902,C-47
1383371,C-47
0576251,C-47
1023003,C-47
0548477,C-47
0492493,C-47
0735009,C-47
1278429,C-47
1036801,C-47
